"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL31276";"";"0";"451.33";"0";"4.06";"28";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1";"IC50";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"17.87";"0.38";"4.01";"8.59";"0";"CHEMBL677384";"Inhibition of epidermal growth factor receptor kinase autophosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147619";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL7819";"";"0";"315.76";"0";"3.57";"13";"COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"17.49";"0.34";"1.95";"10.73";"0";"CHEMBL677889";"Inhibition of Epidermal growth factor receptor-dependent phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132606";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None";""
"CHEMBL286343";"";"0";"493.37";"0";"4.93";"10";"C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"17.27";"0.36";"3.59";"9.07";"0";"CHEMBL674020";"Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133162";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None";""
"CHEMBL122411";"";"0";"366.81";"0";"4.50";"12";"COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"20.51";"0.40";"3.02";"8.57";"0";"CHEMBL677832";"Inhibitory activity against epidermal growth factor receptor tyrosine kinase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130217";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL56219";"";"0";"314.73";"0";"3.30";"54";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"18.93";"0.37";"2.66";"6.38";"0";"CHEMBL763200";"Inhibition of polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125266";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL2111784";"";"0";"472.63";"1";"6.99";"37";"C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"13.02";"0.25";"-0.84";"14.99";"0";"CHEMBL683039";"Inhibition of human epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147483";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL301483";"";"0";"504.47";"2";"5.67";"32";"CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"11.67";"0.24";"0.22";"6.19";"0";"CHEMBL677382";"Inhibition of epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134497";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL91867";"";"0";"381.23";"0";"4.10";"46, SI,Table 2";"CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"21.24";"0.46";"4.00";"12.10";"0";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"5, GW-572016";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"13.37";"0.27";"1.63";"7.31";"0";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL489307";"";"0";"482.38";"0";"4.09";"162, SI,Table 1";"O=C(CCCN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1";"IC50";"'='";"8.71";"nM";"8.06";"";"";"UO_0000065";"16.71";"0.36";"3.97";"11.42";"0";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL65063";"";"0";"211.23";"0";"1.40";"3";"Nc1ncnc2c1cnn2-c1ccccc1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"26.36";"0.48";"4.17";"8.00";"0";"CHEMBL677832";"Inhibitory activity against epidermal growth factor receptor tyrosine kinase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130217";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None";""
"CHEMBL289213";"";"0";"440.30";"0";"4.13";"169, SI,Table 1";"CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12";"IC50";"'='";"0.7244";"nM";"9.14";"";"";"UO_0000065";"20.76";"0.45";"5.01";"9.71";"0";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL128759";"";"0";"404.27";"0";"2.32";"178, SI,Table 1";"OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1";"IC50";"'='";"12.02";"nM";"7.92";"";"";"UO_0000065";"19.59";"0.43";"5.60";"8.39";"0";"CHEMBL944276";"Inhibition of human recombinant EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140899";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL263528";"";"0";"366.43";"0";"1.51";"5b";"NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"18.47";"0.34";"5.26";"5.49";"0";"CHEMBL677878";"Concentration required for inhibition of epidermal growth factor receptor (EGF-R) by tyrosine kinase enzyme activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None";""
"CHEMBL59145";"";"0";"299.71";"0";"3.54";"30";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl";"IC50";"'='";"1540.0";"nM";"5.81";"";"";"UO_0000065";"19.39";"0.38";"2.27";"7.15";"0";"CHEMBL763200";"Inhibition of polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125266";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None";""
"CHEMBL418203";"";"0";"401.85";"0";"3.30";"1";"CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"13.28";"0.26";"2.04";"5.67";"0";"CHEMBL674692";"Inhibition of Epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135924";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"13.70";"0.27";"1.82";"7.48";"1";"CHEMBL3418214";"Inhibition of EGFR (unknown origin) after 40 mins by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"14.21";"0.28";"2.12";"7.77";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3416627";"";"0";"491.98";"1";"7.48";"2v";"COc1ccccc1-c1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"13.53";"0.27";"-0.82";"11.83";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3416620";"";"0";"340.27";"0";"4.69";"(R)-1q";"C[C@@H](Nc1ncnc2sc(Br)cc12)c1cccs1";"IC50";"'='";"415.0";"nM";"6.38";"";"";"UO_0000065";"18.76";"0.48";"1.69";"16.88";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3416603";"";"0";"350.24";"0";"3.60";"(S)-1c";"OC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1";"IC50";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"21.25";"0.51";"3.84";"12.83";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL242131";"";"0";"444.31";"0";"4.33";"27";"CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3F)c2c1";"IC50";"'='";"704.0";"nM";"6.15";"";"";"UO_0000065";"13.85";"0.30";"1.82";"8.77";"0";"CHEMBL892954";"Inhibition of human EGFR in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None";""
"CHEMBL1821895";"";"0";"427.53";"1";"5.88";"37";"COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1";"IC50";"'='";"5350.0";"nM";"5.27";"";"";"UO_0000065";"12.33";"0.23";"-0.61";"9.10";"0";"CHEMBL1827038";"Inhibition of recombinant (His)6-tagged EGFR cytoplasmic domain (645-1186) autophosphorylation pre-incubated for 10 mins measured after 1 hrs by DELFIA based time-resolved fluorimetry assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL246073";"";"0";"485.57";"0";"4.53";"23";"Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CCCNC6)c45)ccc32)c1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"13.84";"0.25";"2.19";"8.27";"0";"CHEMBL903494";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139130";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL2437479";"";"0";"414.43";"0";"3.05";"3b";"C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1";"IC50";"'='";"13.8";"nM";"7.86";"";"";"UO_0000065";"18.97";"0.35";"4.81";"7.08";"0";"CHEMBL2439336";"Inhibition of wild type EGFR (unknown origin) using Tyr 4 peptide as substrate after 1.5 hrs by FRET-based Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434822";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL1828881";"";"0";"319.38";"0";"2.05";"36";"COc1ccc(CC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1";"IC50";"'='";"38520.0";"nM";"4.41";"";"";"UO_0000065";"13.82";"0.27";"2.36";"6.09";"0";"CHEMBL1831700";"Inhibition of human recombinant (His)6-tagged EGFR autophosphorylation pre-incubated for 10 mins by DELFIA/Time-resolved fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828525";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1829272";"";"0";"368.25";"0";"2.81";"41";"Cc1ccc(S(=O)(=O)NC(=O)Cc2cccc(Br)c2)cc1";"IC50";"'='";"26170.0";"nM";"4.58";"";"";"UO_0000065";"12.44";"0.30";"1.77";"7.25";"0";"CHEMBL1831700";"Inhibition of human recombinant (His)6-tagged EGFR autophosphorylation pre-incubated for 10 mins by DELFIA/Time-resolved fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828525";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1094492";"";"0";"535.13";"1";"6.21";"21";"COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl";"IC50";"'='";"1370.0";"nM";"5.86";"";"";"UO_0000065";"11.76";"0.22";"-0.35";"8.42";"0";"CHEMBL1105615";"Inhibition of EGFR after 30 mins by chemiluminescence ELISA";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157833";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None";""
"CHEMBL31965";"CANERTINIB";"3";"485.95";"0";"4.39";"22, CI-1033";"C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"18.16";"0.35";"4.43";"9.96";"0";"CHEMBL2217237";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2216750";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL483233";"";"0";"370.43";"0";"3.18";"100";"CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"14.91";"0.29";"2.34";"4.74";"0";"CHEMBL941412";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150213";"1";"Scientific Literature";"J. Nat. Prod.";"1992";"None";""
"CHEMBL116595";"";"0";"340.40";"0";"3.09";"101";"COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"18.51";"0.36";"3.21";"6.54";"0";"CHEMBL941412";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150213";"1";"Scientific Literature";"J. Nat. Prod.";"1992";"None";""
"CHEMBL207009";"";"0";"420.70";"0";"4.50";"15";"O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.41";"0.42";"3.24";"9.81";"0";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None";""
"CHEMBL271408";"";"0";"359.44";"0";"3.78";"128, page S27 table 1";"Cc1cccc(Nc2ncnc3ccncc23)c1NCCCn1ccnc1";"IC50";"'='";"3.548";"nM";"8.45";"";"";"UO_0000065";"23.51";"0.43";"4.67";"10.49";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL271122";"";"0";"402.25";"0";"3.81";"122, page S27 table 1";"O=C(O)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12";"IC50";"'='";"0.2818";"nM";"9.55";"";"";"UO_0000065";"23.74";"0.52";"5.74";"9.55";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL271532";"";"0";"456.39";"0";"3.58";"114, page S26 table 1";"CN1CCN(CCCNc2c(Br)cccc2Nc2ncnc3ccncc23)CC1";"IC50";"'='";"5.012";"nM";"8.30";"";"";"UO_0000065";"18.19";"0.39";"4.72";"11.99";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL93302";"";"0";"316.16";"0";"3.84";"31, page S24 table 1";"Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1";"IC50";"'='";"4.786";"nM";"8.32";"";"";"UO_0000065";"26.32";"0.60";"4.48";"14.33";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL316064";"";"0";"349.31";"0";"4.41";"27, page S23 table 1";"COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC";"IC50";"'='";"0.2455";"nM";"9.61";"";"";"UO_0000065";"27.51";"0.52";"5.20";"17.08";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL294475";"";"0";"430.31";"0";"2.67";"90, page S25 table 1";"Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1";"IC50";"'='";"0.8128";"nM";"9.09";"";"";"UO_0000065";"21.12";"0.46";"6.42";"10.32";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL93635";"";"0";"300.70";"0";"3.94";"21, page S23 table 1";"O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1";"IC50";"'='";"812.83";"nM";"6.09";"";"";"UO_0000065";"20.25";"0.40";"2.15";"7.52";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL330224";"";"0";"236.28";"0";"2.96";"18, page S23 table 1";"Nc1ccc2c(Nc3ccccc3)ncnc2c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"29.63";"0.53";"4.04";"10.97";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL328879";"";"0";"251.29";"0";"3.38";"14, page S23 table 1";"COc1ccc2ncnc(Nc3ccccc3)c2c1";"IC50";"'='";"56.23";"nM";"7.25";"";"";"UO_0000065";"28.85";"0.52";"3.87";"15.41";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL92985";"";"0";"239.25";"0";"3.51";"13, page S23 table 1";"Fc1cccc(Nc2ncnc3ccccc23)c1";"IC50";"'='";"56.23";"nM";"7.25";"";"";"UO_0000065";"30.30";"0.55";"3.74";"19.17";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
"CHEMBL52197";"";"0";"330.19";"0";"4.14";"8, page S23 table 1";"COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"354.81";"nM";"6.45";"";"";"UO_0000065";"19.53";"0.44";"2.31";"13.71";"0";"CHEMBL952131";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143196";"1";"Scientific Literature";"J. Med. Chem.";"2008";"None";""
